Date,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,adenot,adeno,parat,para,Rhinot,Rhino,hMPVt,hMPV,Coronat,Corona,,,,,,,,,,,,,,
4-Jan-15,419,36,455,1682,1682,206,1682,14,1682,66,1682,88,1682,10,1682,41,,,,,,,,,,,,,,
11-Jan-15,218,50,268,1281,1281,192,1281,10,1281,54,1281,66,1281,11,1281,35,,,,,,,,,,,,,,
18-Jan-15,142,39,181,1068,1068,210,1068,7,1068,31,1068,82,1068,2,1068,53,,,,,,,,,,,,,,
25-Jan-15,66,39,105,968,968,241,968,11,968,25,968,72,968,7,968,57,,,,,,,,,,,,,,
1-Feb-15,52,29,81,874,874,259,874,15,874,25,874,78,874,2,874,39,,,,,,,,,,,,,,
8-Feb-15,32,33,65,866,866,277,866,6,866,19,866,82,866,17,866,36,,,,,,,,,,,,,,
15-Feb-15,24,36,60,757,757,215,757,7,757,37,757,77,757,7,757,48,,,,,,,,,,,,,,
22-Feb-15,23,39,62,742,742,187,742,9,742,33,742,88,742,11,742,41,,,,,,,,,,,,,,
1-Mar-15,19,40,59,687,687,171,687,8,687,35,687,84,687,8,687,35,,,,,,,,,,,,,,
8-Mar-15,8,45,53,664,664,144,664,13,664,36,664,72,664,14,664,37,,,,,,,,,,,,,,
15-Mar-15,14,78,92,661,661,104,661,15,661,28,661,107,661,16,661,26,,,,,,,,,,,,,,
22-Mar-15,4,58,62,601,601,71,601,9,601,44,601,109,601,25,601,21,,,,,,,,,,,,,,
29-Mar-15,14,45,59,544,544,58,544,7,544,37,544,114,544,33,544,10,,,,,,,,,,,,,,
5-Apr-15,6,47,53,523,523,40,523,13,523,37,523,112,523,23,523,16,,,,,,,,,,,,,,
12-Apr-15,4,46,50,525,525,40,525,19,525,38,525,111,525,25,525,8,,,,,,,,,,,,,,
19-Apr-15,9,39,48,542,542,22,542,14,542,45,542,111,542,14,542,9,,,,,,,,,,,,,,
26-Apr-15,0,37,37,487,487,26,487,9,487,41,487,92,487,18,487,9,,,,,,,,,,,,,,
3-May-15,1,30,31,480,480,9,480,13,480,25,480,117,480,33,480,3,,,,,,,,,,,,,,
10-May-15,1,25,26,389,389,5,389,12,389,25,389,92,389,34,389,2,,,,,,,,,,,,,,
17-May-15,1,23,24,380,380,7,380,7,380,33,380,103,380,36,380,1,,,,,,,,,,,,,,
24-May-15,0,16,16,363,363,2,363,13,363,24,363,97,363,30,363,2,,,,,,,,,,,,,,
31-May-15,1,16,17,327,327,2,327,14,327,27,327,65,327,19,327,1,,,,,,,,,,,,,,
7-Jun-15,3,9,12,353,353,1,353,13,353,20,353,72,353,19,353,1,,,,,,,,,,,,,,
14-Jun-15,1,4,5,312,312,0,312,7,312,18,312,77,312,18,312,1,,,,,,,,,,,,,,
21-Jun-15,1,2,3,274,274,0,274,5,274,9,274,80,274,18,274,2,,,,,,,,,,,,,,
28-Jun-15,1,0,1,247,247,2,247,10,247,21,247,74,247,5,247,0,,,,,,,,,,,,,,
5-Jul-15,2,0,2,223,223,1,223,3,223,9,223,55,223,7,223,0,,,,,,,,,,,,,,
12-Jul-15,2,0,2,259,259,0,259,5,259,12,259,68,259,1,259,1,,,,,,,,,,,,,,
19-Jul-15,1,1,2,244,244,1,244,8,244,7,244,55,244,1,244,0,,,,,,,,,,,,,,
26-Jul-15,1,0,1,237,237,3,237,2,237,4,237,45,237,3,237,1,,,,,,,,,,,,,,
2-Aug-15,0,0,0,204,204,0,204,6,204,3,204,51,204,4,204,1,,,,,,,,,,,,,,
9-Aug-15,1,0,1,210,210,1,210,0,210,2,210,57,210,3,210,1,,,,,,,,,,,,,,
16-Aug-15,3,0,3,244,244,0,244,3,244,7,244,54,244,0,244,2,,,,,,,,,,,,,,
23-Aug-15,0,0,0,246,246,0,246,4,246,8,246,40,246,3,246,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
